revision,id,estado,fecha_alta_utc,fecha_inicio_utc,fecha_actualizacion_utc,fecha_fin_utc,unidad_responsable,actividad,alcance,repositorios_y_ramas,cortes_de_entrada,dependencias,resultado,verificacion,evidencias,referencia_calidad,siguiente_accion,observaciones
"26","S22","en ejecución","2026-09-13T05:19:31Z","2026-09-13T05:19:31Z","2026-09-14T16:10:54Z","","W-S26-02","Workflow (p1+p3)-Bis y radiografía inicial de tipos, composición y documentación Rust","Secuencia BIS-00 a BIS-08; política de documentación ES/EN y contraste estático inicial. Sin modificación del código productivo.","juantoniolloretegea/SV-lenguaje-de-computacion: main; juantoniolloretegea/SV-matematica-semantica-cuaternaria: lab/playground-sv-permanente","Lenguaje 58f415b6c183b84df238122fa2ef5ea6d5d518e1; laboratorio b361da80e5cf6c10d89298b18170905a6a35dc48.","S20 / RETP-193; S21 / RETP-195; instrucciones del autor sobre workflow, comentarios bilingües y métodos Rust; fundamentos, Pilares, perfiles y transición.","Preparado y compilado el incremento SVG16 y consumo de coordenadas. Diez casos previstos: nueve integrados y un lector aislado; dos mutantes funcionales por perfil. Oráculos gráficos y matemáticos independientes fijados. Banco aún sin ejecutar.","Lecturas rectoras completas anteriores con bytes conservados; sedes C04/C05 y S14 cotejadas. Preparador Rust sin invocaciones al sujeto; cota gráfica comprobada mediante enteros i128. Candidato y banco compilan. Núcleo, admisor y campañas recibidas intactos.","https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/tuberias-ia/paridad-imagen-celula-matematica/estudio-nucleo-agentes/bis04-extension-perfiles-recursos-v0_1/PRECOMPROMISO_SVG_CONSUMO.md","https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/REGISTRO_EVOLUCION_TECNICA_PROYECTO.md#retp-238","Publicar y cotejar contrato, código y oráculos en Calidad y laboratorio; ejecutar campañas Rust normal y mutantes en debug y optimizado; conservar bytes realmente producidos y consumidos, contextos, causas y discrepancias.","La proyección gráfica declara aproximación y cota; el estado ternario exacto no cambia. SVG material y lector de coordenadas no acreditan rasterización ni percepción de IA. 202 filas originales y escenarios globales Bis conservados; S26/F01/F02 pendiente; S24/C#/.NET diferido. Rust para toda prueba, conductor y observador; cero Python."
"27","S22","en ejecución","2026-09-13T05:19:31Z","2026-09-13T05:19:31Z","2026-09-14T16:22:53Z","","W-S26-02","Workflow (p1+p3)-Bis y radiografía inicial de tipos, composición y documentación Rust","Secuencia BIS-00 a BIS-08; política de documentación ES/EN y contraste estático inicial. Sin modificación del código productivo.","juantoniolloretegea/SV-lenguaje-de-computacion: main; juantoniolloretegea/SV-matematica-semantica-cuaternaria: lab/playground-sv-permanente","Precompromisos: Lenguaje c7d06a815979cecbcd9909ac053447667692efbd; laboratorio 8cc94133a59786dd18cf31aef735485c35d150dc.","S20 / RETP-193; S21 / RETP-195; instrucciones del autor sobre workflow, comentarios bilingües y métodos Rust; fundamentos, Pilares, perfiles y transición.","SVG material y consumo instrumentado: 20/20 oráculos normales concordantes y cuatro ensayos de mutantes detectados en debug y optimizado. El consumo falso conserva captura y hash correctos, pero se discrimina por coordenadas utilizadas y operación discordantes.","Seis binarios Rust ejecutados: dos normales con retorno 0 y cuatro mutados con retorno 1 por discrepancia funcional prevista. 22 entradas al montaje y dos controles del lector aislado. 145 huellas de entrada intactas; fuentes, oráculos, núcleo y admisor conservados. Cotejo R08 anterior a las campañas; evidencia y binarios recuperables.","https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/tuberias-ia/paridad-imagen-celula-matematica/estudio-nucleo-agentes/bis04-extension-perfiles-recursos-v0_1/RESULTADOS_SVG_CONSUMO.md","https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/REGISTRO_EVOLUCION_TECNICA_PROYECTO.md#retp-239","Constituir la frontera SVG a rasterización y captor: formato, presupuesto, precisión/pérdida, canal y oráculos independientes de píxeles; preparar positivos, negativos y sensibilidad antes de ejecutar en Rust. No repetir SVG ni las campañas recibidas por cambios administrativos. Mantener catálogo/cierre antes de GUI C#/.NET.","Cualificación local, no cierre de Bis ni S26. SVG restringido y operación de coordenadas no acreditan percepción visual de IA, pantalla o resistencia al host. RC10 sólo prueba el lector aislado. 202 filas originales y escenarios globales conservados; F01/F02 pendiente de interfaz. Todas las pruebas, conductores y observadores en Rust; cero Python."
"28","S22","en ejecución","2026-09-13T05:19:31Z","2026-09-13T05:19:31Z","2026-09-14T17:21:53Z","","W-S26-02","Workflow (p1+p3)-Bis y radiografía inicial de tipos, composición y documentación Rust","Secuencia BIS-00 a BIS-08; política de documentación ES/EN y contraste estático inicial. Sin modificación del código productivo.","juantoniolloretegea/SV-lenguaje-de-computacion: main; juantoniolloretegea/SV-matematica-semantica-cuaternaria: lab/playground-sv-permanente","Precompromisos: Lenguaje c7d06a815979cecbcd9909ac053447667692efbd; laboratorio 8cc94133a59786dd18cf31aef735485c35d150dc.","S20 / RETP-193; S21 / RETP-195; instrucciones del autor sobre workflow, comentarios bilingües y métodos Rust; fundamentos, Pilares, perfiles y transición.","resvg 0.48.1 recibido, huella oficial conforme y compilación Rust offline terminada. Ocho sondas raster/captor preparadas, sin ejecutar al publicar.","Inspección Rust de SVG y fuente; testigos geométricos de pérdida posicional. Ocho oráculos acotados; R06 declara el límite del observador de presencia de leyenda.","https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/tuberias-ia/paridad-imagen-celula-matematica/estudio-nucleo-agentes/bis04-extension-perfiles-recursos-v0_1/CONTRATO_RASTER_CAPTOR.md","RETP-2026-240","Ejecutar ocho sondas y conservar PNG, comandos y brechas. Completar después la verificación de leyenda y el captor integrado. Bis y S26 abiertos; GUI diferida.","Cualificación local, no cierre de Bis ni S26. SVG restringido y operación de coordenadas no acreditan percepción visual de IA, pantalla o resistencia al host. RC10 sólo prueba el lector aislado. 202 filas originales y escenarios globales conservados; F01/F02 pendiente de interfaz. Todas las pruebas, conductores y observadores en Rust; cero Python."
"29","S22","en ejecución","2026-09-13T05:19:31Z","2026-09-13T05:19:31Z","2026-09-15T03:06:57Z","","W-S26-02","Workflow (p1+p3)-Bis y radiografía inicial de tipos, composición y documentación Rust","Secuencia BIS-00 a BIS-08; política de documentación ES/EN y contraste estático inicial. Sin modificación del código productivo.","juantoniolloretegea/SV-lenguaje-de-computacion: main; juantoniolloretegea/SV-matematica-semantica-cuaternaria: lab/playground-sv-permanente","Precompromisos: Lenguaje c7d06a815979cecbcd9909ac053447667692efbd; laboratorio 8cc94133a59786dd18cf31aef735485c35d150dc.","S20 / RETP-193; S21 / RETP-195; instrucciones del autor sobre workflow, comentarios bilingües y métodos Rust; fundamentos, Pilares, perfiles y transición.","Mapa de continuidad recibido. El resultado raster/captor RETP241 está conservado en laboratorio 86441ad4d375e31737dfcead0b1fd9cd52161883: ocho sondas coincidentes con esperados acotados; la validación completa del significado de la leyenda no está acreditada. Bis permanece abierto.","Cotejo documental del mapa: 75 nodos, 144 ámbitos y 329 enlaces. Se referencia el resultado histórico de laboratorio; cero nuevas ejecuciones experimentales por esta recepción.","https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/tuberias-ia/continuacion-15-09-2026/ACTA_001_CONTINUIDAD_Y_RUMBO_2026_09_15.md ; https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/tuberias-ia/paridad-imagen-celula-matematica/estudio-nucleo-agentes/bis04-extension-perfiles-recursos-v0_1/CONTRATO_RASTER_CAPTOR.md","https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/tuberias-ia/continuacion-15-09-2026/ACTA_001_CONTINUIDAD_Y_RUMBO_2026_09_15.md","Continuar desde continuacion-15-09-2026 con tareas que no dependan de capacidades pendientes. Resolver cada bloqueo antes de utilizar la capacidad afectada. Compilar y revisar de forma reforzada el bloque antes del retorno al punto previo a la adenda CYB.","S24 cancelado como secuencia automática de GUI. Persisten Bis, S26 y sus límites. Rutas para el agente de Inmunología y posible paquete Qwen en el motor de IA se decidirán según la etapa y sus dependencias; no se inician aquí."
"2","S24","finalizado","2026-09-13T08:03:14Z","","2026-09-15T03:06:57Z","2026-09-15T03:06:57Z","W-S26-02","Bis → catálogo y cierre de fase → análisis e instalación de la GUI","Seguimiento del relevo secuenciado hacia la GUI. Completar S22/(p1+p3)-Bis, después el catálogo de errores y el cierre de la fase aplicable; sólo entonces analizar, seleccionar e instalar la GUI.","SV-lenguaje-de-computacion: main; SV-matematica-semantica-cuaternaria: lab/playground-sv-permanente","Lenguaje ba2f964e47aac7ec42a1d2eb3f5d97bf81e6af96; laboratorio b6186da2d0a0ee599dce620d88c349a49c6407a8","Orden anterior cancelada por instrucción del autor; continuidad recibida en S30.","Cancelada por el autor la secuencia automática hacia GUI después de Bis, catálogo y cierre de fase. Conclusión del encargo por cancelación; no acredita realización de GUI.","Instrucción humana del 15/09/2026 recibida en Acta 001. Se conservan las revisiones anteriores y la ausencia de inicio de GUI.","https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/tuberias-ia/continuacion-15-09-2026/ACTA_001_CONTINUIDAD_Y_RUMBO_2026_09_15.md ; https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/Inventario-sv/sucesos/SUCESOS_SV.md#s24--bis--catálogo-y-cierre-de-fase--análisis-e-instalación-de-la-gui ; https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/tuberias-ia/recuperacion-rust-s25/OBLIGACION_RUST_Y_PROVISION_DEL_ENTORNO_S29.md","https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/tuberias-ia/continuacion-15-09-2026/ACTA_001_CONTINUIDAD_Y_RUMBO_2026_09_15.md","Aplicar el rumbo de S30. La preparación de rutas para el agente se abordará cuando la secuencia conduzca al cierre de Inmunología; Qwen queda pendiente de evaluación.","El estado finalizado expresa cancelación del encargo secuenciado, no instalación ni aprobación de GUI. Las referencias históricas a S24 no activan esa secuencia."
"27","S26","en ejecución","2026-09-13T18:46:43Z","2026-09-13T18:46:43Z","2026-09-15T03:06:57Z","","W-S26-02","Riesgos materiales del frame: fallos a provocar y evidencia exigible","Estudio transversal de identidad, consultas, RAM, persistencia, transacciones, índices, recuperación y consumidores, incluida futura GUI. Matriz previa; sin selección tecnológica ni modificación productiva.","SV-lenguaje-de-computacion: main; SV-matematica-semantica-cuaternaria: lab/playground-sv-permanente","Lenguaje 1d577e7dffd9bad8d73cd779105c8730301bea0a; laboratorio 2e2fc695e4e718999f471c7b4fa8520af8138c2f.","S22 / RETP-218 a 221 como antecedente; S24 como relevo futuro; R2-0, LIG, Frame/R1 y rectores. S26 puede estudiarse mientras S22 permanece abierto.","Recepción del banco LIG de revisión 25 y contraste de interfaz de F01/F02. LIG, Frame y validación de contextos conservan su alcance; no se identifica una interfaz material constituida de consulta histórica por ocurrencia y posición. F01/F02 completos permanecen pendientes en DFL-003/004/005 y R2-0.","Lectura de rectores, Sucesos, LIG/0.1, R02, nota de consulta histórica y exportaciones de sv_core en el corte fijado. Cero nuevas ejecuciones SV de S26; no se repiten LIG ni INTEGRADO01.","https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/tuberias-ia/continuacion-15-09-2026/ACTA_001_CONTINUIDAD_Y_RUMBO_2026_09_15.md ; https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/riesgos-materiales-s26/r06/CONTINUIDAD_F01_F02_Y_RELEVO_BIS.md","https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/tuberias-ia/continuacion-15-09-2026/ACTA_001_CONTINUIDAD_Y_RUMBO_2026_09_15.md","Mantener F01/F02 pendiente de su interfaz material; continuar sólo trabajos independientes de esa capacidad desde la nueva sede. Aplicar S30 y revisar el bloque antes del retorno previo a la adenda CYB.","Resultados y autorías experimentales conservados; cero nuevas pruebas S26 en esta recepción documental. La secuencia automática de GUI de S24 queda cancelada. Rutas y Qwen mantienen la evaluación indicada en S30."
"0","S30","finalizado","2026-09-15T03:06:57Z","","2026-09-15T03:06:57Z","2026-09-15T03:06:57Z","W-S26-02","Continuación del 15/09: mapa recuperado y actualización de rumbo","Recepción documental del mapa HTML y primera acta en la nueva sede; conservación de rutas; cancelación de la secuencia automática de GUI; criterios de continuidad, revisión reforzada, rutas de Inmunología y evaluación de Qwen.","SV-lenguaje-de-computacion: main, depósito documental autorizado en continuacion-15-09-2026.","Lenguaje a2f02efc1114820fea107adbeef1aec7dc118e72; mapa desde 0c5f80720bc03d51105adc09cda03f51da4631d9; laboratorio 86441ad4d375e31737dfcead0b1fd9cd52161883; candidata diagnóstica 45cf0d5fb4674500fc1f089418c9f362e177e0be.","Instrucción humana del 15/09/2026; mapa auditado; S22 y S26 abiertos; antecedentes S27/S28; S24 cancelado en su encargo secuenciado.","Mapa HTML y Acta 001 recibidos en la nueva sede. La continuación admite tareas independientes de las capacidades pendientes; no acredita cierre experimental. Cancelada la secuencia posterior de GUI. Rutas para uso del agente al finalizar Inmunología y posible paquete Qwen quedan sujetos a sus dependencias y evaluación.","Cobertura documental cotejada en Rust: 75 nodos, 144 ámbitos, 329 enlaces y 4968 referencias de archivo, incluidos espejos. Conservados los pendientes; concordancia de CSV, Markdown e historial comprobada en Rust.","https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/tuberias-ia/continuacion-15-09-2026/ACTA_001_CONTINUIDAD_Y_RUMBO_2026_09_15.md","https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/tuberias-ia/continuacion-15-09-2026/ACTA_001_CONTINUIDAD_Y_RUMBO_2026_09_15.md","Continuar desde la nueva carpeta sin repetir trabajos recibidos; resolver los bloqueos de cada capacidad antes de utilizarla. Antes del retorno al punto previo a la adenda, compilar y revisar el bloque en profundidad. Preparar rutas para el agente cuando corresponda finalizar Inmunología y evaluar si es necesario incorporar Qwen en el motor de IA.","Alta documental posterior a la preparación, sin atribuir una hora de inicio retrospectiva. Cero nuevas campañas SV y ninguna implementación de GUI, rutas o Qwen. La autorización de ramas será indicada posteriormente por el autor. RETP anteriores sin renumeración. Las copias anteriores conservan su corte; esta recepción corresponde a la sede canónica del Lenguaje."
"30","S22","en ejecución","2026-09-13T05:19:31Z","2026-09-13T05:19:31Z","2026-09-15T06:30:50Z","","W-S26-02","Workflow (p1+p3)-Bis y radiografía inicial de tipos, composición y documentación Rust","Secuencia BIS-00 a BIS-08; política de documentación ES/EN y contraste estático inicial. Sin modificación del código productivo.","juantoniolloretegea/SV-lenguaje-de-computacion: main; juantoniolloretegea/SV-matematica-semantica-cuaternaria: lab/playground-sv-permanente","Precompromisos: Lenguaje c7d06a815979cecbcd9909ac053447667692efbd; laboratorio 8cc94133a59786dd18cf31aef735485c35d150dc.","S20 / RETP-193; S21 / RETP-195; instrucciones del autor sobre workflow, comentarios bilingües y métodos Rust; fundamentos, Pilares, perfiles y transición.","Recepción documental del cotejo auxiliar de identidad y de LEYENDA-CONTENIDO/2 en depósito 18e7178e6ec7efbb10863f4d081422f94ef163c2. Se incorporan medidas de residuo, evaluación reservada y clasificación de fallos. Contrato candidato con reparos LC2-01/02/03; significado de leyenda sin acreditar. RETP241 conserva su resultado histórico; Bis abierto.","Diff del depósito: tres archivos añadidos y cuatro anteriores conservados. Huella del fuente de 9053 bytes cotejada en Rust 1.98.0: 6698383e5e768cf32da6b0d79f283c550810cc6c0c428f6bfc816679ec6098df. Ejecución auxiliar 02 recibida como evidencia declarada; no reproducción independiente de sus ocho identidades ni campaña del reconocedor.","https://github.com/juantoniolloretegea/SVperitus-dataset/blob/18e7178e6ec7efbb10863f4d081422f94ef163c2/dominios/inmunologia/cambio-rumbo/05-grok-aportes/2026-09-15-leyenda-r06/CONTRATO_CANDIDATO_LEYENDA_CONTENIDO_2.md ; https://github.com/juantoniolloretegea/SVperitus-dataset/blob/18e7178e6ec7efbb10863f4d081422f94ef163c2/dominios/inmunologia/cambio-rumbo/05-grok-aportes/2026-09-15-leyenda-r06/COTEJO_IDENTIDAD_REEJECUCION_02.txt","https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/main/docs/calidad/tuberias-ia/continuacion-15-09-2026/ACTA_002_RECEPCION_COTEJO_IDENTIDAD_Y_CONTRATO_LEYENDA_R06_2026_09_15.md","Subsanar el contrato: coherencia entre tolerancia de residuo y E2; régimen medible de separadores; comprobación explícita del fondo blanco y transparencia. Mantener E1 sin materializar y parámetros sin cualificar hasta el encargo posterior; no repetir campañas históricas.","Recepción de avance documental y límites técnicos. S22 y S26 en ejecución; sin reconocedor implementado, nueva campaña SV ni cierre de Bis. S24 conserva la cancelación de la secuencia automática de GUI. Se mantiene el rumbo del Acta 001."
"0","S31","pendiente","2026-09-15T07:50:03Z","","2026-09-15T07:50:03Z","","W-S26-02","Corrección acotada de recuentos, identidad y condiciones de reproducibilidad","C01: precisión de recuentos y acceso del mapa; C02: identidad previa al uso; C03: intento de recuperación de dos archivos fijados; C04: diferenciación documental de lotes públicos y reserva P3; C05: cierre trazable. Sin ampliación de campañas, renumeración o modificación de reservas.","SV-lenguaje-de-computacion: main, registro canónico y parte de trabajo; SV-matematica-semantica-cuaternaria: lectura de procedencia en corte histórico.","Lenguaje 465e3dfb18b8b0775a3ee2ffffda423acfef851b; laboratorio 86441ad4d375e31737dfcead0b1fd9cd52161883; mapa blob 24e25dbf1255ddf25d5f1e7eefa8d89d4b12ed3e.","Continuidad S30 y Acta 001; contrato candidato R06 recibido en S22 y Acta 002. La reserva P3 permanece cerrada.","Alta del parte de trabajo antes de su ejecución. C01–C05 pendientes. Los cotejos preliminares se conservan como antecedentes.","Alta, unicidad del identificador, concordancia CSV/Markdown e historial y preservación de los registros anteriores comprobadas en Rust 1.98.0. No se acredita ejecución de C01–C04.","https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/465e3dfb18b8b0775a3ee2ffffda423acfef851b/docs/calidad/tuberias-ia/continuacion-15-09-2026/mapa/MAPA.html","docs/calidad/tuberias-ia/continuacion-15-09-2026/PARTE_S31_CORRECCION_ACOTADA_Y_TRAZABILIDAD_2026_09_15.md","Registrar el inicio efectivo en S31 y ejecutar C01–C04 dentro del parte; añadir cierre por unidad y revisión final sin repetir actuaciones concluidas.","La finalización del intento acotado no acredita recuperación de archivos inaccesibles ni compatibilidad integral P3. Sin renumeración, nuevas ramas, cambio de rumbo o cierre de S22/S26. El alta corresponde al registro canónico; las copias históricas conservan su corte."
"1","S31","en ejecución","2026-09-15T07:50:03Z","2026-09-15T07:57:42Z","2026-09-15T07:57:42Z","","W-S26-02","Corrección acotada de recuentos, identidad y condiciones de reproducibilidad","C01: precisión de recuentos y acceso del mapa; C02: identidad previa al uso; C03: intento de recuperación de dos archivos fijados; C04: diferenciación documental de lotes públicos y reserva P3; C05: cierre trazable. Sin ampliación de campañas, renumeración o modificación de reservas.","SV-lenguaje-de-computacion: main, registro canónico y parte de trabajo; SV-matematica-semantica-cuaternaria: lectura de procedencia en corte histórico.","Lenguaje 465e3dfb18b8b0775a3ee2ffffda423acfef851b; laboratorio 86441ad4d375e31737dfcead0b1fd9cd52161883; mapa blob 24e25dbf1255ddf25d5f1e7eefa8d89d4b12ed3e.","Continuidad S30 y Acta 001; contrato candidato R06 recibido en S22 y Acta 002. La reserva P3 permanece cerrada.","Inicio de la intervención acotada C01–C05 conforme al parte publicado. Sin resultados nuevos atribuidos en esta revisión.","Alta, unicidad del identificador, concordancia CSV/Markdown e historial y preservación de los registros anteriores comprobadas en Rust 1.98.0. No se acredita ejecución de C01–C04.","https://github.com/juantoniolloretegea/SV-lenguaje-de-computacion/blob/465e3dfb18b8b0775a3ee2ffffda423acfef851b/docs/calidad/tuberias-ia/continuacion-15-09-2026/mapa/MAPA.html","docs/calidad/tuberias-ia/continuacion-15-09-2026/PARTE_S31_CORRECCION_ACOTADA_Y_TRAZABILIDAD_2026_09_15.md","Comprobar identidades de entrada, ejecutar C01–C04 y añadir cierre por unidad con evidencias y pendientes.","La finalización del intento acotado no acredita recuperación de archivos inaccesibles ni compatibilidad integral P3. Sin renumeración, nuevas ramas, cambio de rumbo o cierre de S22/S26. El alta corresponde al registro canónico; las copias históricas conservan su corte."
"2","S31","finalizado","2026-09-15T07:50:03Z","2026-09-15T07:57:42Z","2026-09-15T08:07:22Z","2026-09-15T08:07:22Z","W-S26-02","Corrección acotada de recuentos, identidad y condiciones de reproducibilidad","C01: precisión de recuentos y acceso del mapa; C02: identidad previa al uso; C03: intento de recuperación de dos archivos fijados; C04: diferenciación documental de lotes públicos y reserva P3; C05: cierre trazable. Sin ampliación de campañas, renumeración o modificación de reservas.","SV-lenguaje-de-computacion: main, registro canónico y parte de trabajo; SV-matematica-semantica-cuaternaria: lectura de procedencia en corte histórico.","Lenguaje 465e3dfb18b8b0775a3ee2ffffda423acfef851b; laboratorio 86441ad4d375e31737dfcead0b1fd9cd52161883; mapa blob 24e25dbf1255ddf25d5f1e7eefa8d89d4b12ed3e.","Continuidad S30 y Acta 001; contrato candidato R06 recibido en S22 y Acta 002. La reserva P3 permanece cerrada.","C01–C05 concluidos en alcance acotado: precisión 761/691/70 y 101/329 enlaces; PNG recuperado y cotejado; intento de recuperación del ZIP S6 concluido sin bytes utilizables; identidad diferenciada de lotes y vigencias públicas documentadas. Contrato R06 pendiente de subsanación.","Rust 1.98.0: HTML y PNG coinciden con sus blobs; once entradas públicas cotejadas antes de analizar; 75 nodos, 691 referencias atribuidas y 70 sin nodo. Página: 99 enlaces añadidos a 230 del ZIP, ninguno retirado; demás campos compartidos concordantes. Fuente y salida conservados. No se reejecutaron campañas.","docs/calidad/tuberias-ia/continuacion-15-09-2026/PARTE_S31_CORRECCION_ACOTADA_Y_TRAZABILIDAD_2026_09_15.md; docs/calidad/tuberias-ia/continuacion-15-09-2026/COTEJO_S31.rs; docs/calidad/tuberias-ia/continuacion-15-09-2026/COTEJO_S31_SALIDA.txt; docs/calidad/tuberias-ia/continuacion-15-09-2026/ENTRADAS_S31.tsv","docs/calidad/tuberias-ia/continuacion-15-09-2026/PARTE_S31_CORRECCION_ACOTADA_Y_TRAZABILIDAD_2026_09_15.md","Retomar la subsanación del contrato candidato de leyenda R06. Conservar el ZIP S6 como pendiente de recuperación y las condiciones de asociación, identificación y auxiliares antes de P3.","Finalización del alcance C01–C05, no cierre de la recuperación S6 ni compatibilidad integral P3. S22/S26 intactos. Sin renumeración, cambios del HTML, nuevas ramas, publicación de contenidos privados ni apertura de reservas. Sede canónica actualizada; espejos históricos conservan su corte."
"3","S31","finalizado","2026-09-15T07:50:03Z","2026-09-15T07:57:42Z","2026-09-15T08:41:50Z","2026-09-15T08:07:22Z","W-S26-02","Corrección acotada de recuentos, identidad y condiciones de reproducibilidad","C01: precisión de recuentos y acceso del mapa; C02: identidad previa al uso; C03: intento de recuperación de dos archivos fijados; C04: diferenciación documental de lotes públicos y reserva P3; C05: cierre trazable. Sin ampliación de campañas, renumeración o modificación de reservas.","SV-lenguaje-de-computacion: main, registro canónico y parte de trabajo; SV-matematica-semantica-cuaternaria: lectura de procedencia en corte histórico.","Lenguaje 465e3dfb18b8b0775a3ee2ffffda423acfef851b; laboratorio 86441ad4d375e31737dfcead0b1fd9cd52161883; mapa blob 24e25dbf1255ddf25d5f1e7eefa8d89d4b12ed3e.","Continuidad S30 y Acta 001; contrato candidato R06 recibido en S22 y Acta 002. La reserva P3 permanece cerrada.","C01–C05 concluidos en alcance acotado. Recepción posterior C03: ZIP S6 recuperado y cotejado por tamaño, blob Git y SHA-256; 487 entradas descomprimidas en memoria con CRC conforme. PNG ya recuperado. Se resuelve la disponibilidad de ambos archivos sin ampliar la cualificación histórica. Contrato R06 pendiente de subsanación.","Rust 1.98.0: ZIP 1811714 bytes; blob ffe5c4a9b86b26c2409abe4239e6355f7a3bef19; SHA-256 48e2c1e5acc384687dcd346613a945bf18798a105c72b94b6adb72be23115e1a; cabeceras y límites conformes; 487/487 descompresiones y CRC; 482 controles JSON y cinco auxiliares. Compilación y ejecución 0. Comprobaciones previas de C01–C04 conservadas en el parte y la revisión 2.","docs/calidad/tuberias-ia/continuacion-15-09-2026/PARTE_S31_CORRECCION_ACOTADA_Y_TRAZABILIDAD_2026_09_15.md; docs/calidad/tuberias-ia/continuacion-15-09-2026/COTEJO_S31.rs; docs/calidad/tuberias-ia/continuacion-15-09-2026/COTEJO_S31_SALIDA.txt; docs/calidad/tuberias-ia/continuacion-15-09-2026/ENTRADAS_S31.tsv; docs/calidad/tuberias-ia/continuacion-15-09-2026/COTEJO_S31_RECEPCION_ZIP_S6.rs; docs/calidad/tuberias-ia/continuacion-15-09-2026/COTEJO_S31_RECEPCION_ZIP_S6_SALIDA.txt","docs/calidad/tuberias-ia/continuacion-15-09-2026/PARTE_S31_CORRECCION_ACOTADA_Y_TRAZABILIDAD_2026_09_15.md","Retomar la subsanación del contrato candidato de leyenda R06. Mantener las condiciones de asociación, identificación y auxiliares antes de P3. No repetir controles S6 por esta recepción.","Recepción documental posterior al cierre: S31 conserva estado finalizado y fecha de fin; revisión 3 con nueva evidencia C03. La limitación de recuperación de la revisión 2 queda conservada como antecedente y resuelta por esta recepción. Sin extracción de miembros a disco, ejecución de programas contenidos, nuevas campañas, publicación del ZIP privado, renumeración ni apertura de reservas. S22/S26 intactos. Sede canónica actualizada; espejos históricos conservan su corte."
